postcodes,district,county,district_county,domestic,not_domestic,industry,agriculture
5350,Bragança,Alfândega da Fé,Bragança_Alfândega da Fé,0.8674987998079693,0.11377820451272205,0.01128180508881421,0.007441190590494479
5300,Bragança,Bragança,Bragança_Bragança,0.8658810137600859,0.10910977936991531,0.018982891961565506,0.006026314908433493
5301,Bragança,Bragança,Bragança_Bragança,0.8658810137600859,0.10910977936991531,0.018982891961565506,0.006026314908433493
5140,Bragança,Carrazeda de Ansiães,Bragança_Carrazeda de Ansiães,0.8925367778973806,0.08162899174739864,0.012737710800143524,0.013096519555077143
5180,Bragança,Freixo de Espada à Cinta,Bragança_Freixo de Espada à Cinta,0.8847025495750709,0.06912181303116148,0.02152974504249292,0.024645892351274786
5340,Bragança,Macedo de Cavaleiros,Bragança_Macedo de Cavaleiros,0.8865864350043835,0.0895831672909859,0.01617916633458197,0.007651231370048617
5225,Bragança,Miranda do Douro,Bragança_Miranda do Douro,0.8974319779883828,0.08116783858147356,0.012534393151941303,0.008865790278202385
5210,Bragança,Miranda do Douro,Bragança_Miranda do Douro,0.8974319779883828,0.08116783858147356,0.012534393151941303,0.008865790278202385
5370,Bragança,Mirandela,Bragança_Mirandela,0.8741744873131735,0.09935117599351176,0.01448267871625536,0.011991657977059438
5385,Bragança,Mirandela,Bragança_Mirandela,0.8741744873131735,0.09935117599351176,0.01448267871625536,0.011991657977059438
5374,Bragança,Mirandela,Bragança_Mirandela,0.8741744873131735,0.09935117599351176,0.01448267871625536,0.011991657977059438
5200,Bragança,Mogadouro,Bragança_Mogadouro,0.8612353438897619,0.11700713163302308,0.009065635198839598,0.012691889278375437
5350,Bragança,Mogadouro,Bragança_Mogadouro,0.8612353438897619,0.11700713163302308,0.009065635198839598,0.012691889278375437
5204,Bragança,Mogadouro,Bragança_Mogadouro,0.8612353438897619,0.11700713163302308,0.009065635198839598,0.012691889278375437
5160,Bragança,Torre de Moncorvo,Bragança_Torre de Moncorvo,0.8910699474702792,0.07837987282278132,0.019629527232513135,0.01092065247442632
5164,Bragança,Torre de Moncorvo,Bragança_Torre de Moncorvo,0.8910699474702792,0.07837987282278132,0.019629527232513135,0.01092065247442632
5360,Bragança,Vila Flor,Bragança_Vila Flor,0.8748901774732033,0.08856088560885608,0.01493586364435073,0.021613073273589876
5230,Bragança,Vimioso,Bragança_Vimioso,0.9156553398058251,0.06937702265372168,0.008292880258899677,0.006674757281553398
5335,Bragança,Vinhais,Bragança_Vinhais,0.8873522755846115,0.08888609504651748,0.017349761126477244,0.006411868242393765
5320,Bragança,Vinhais,Bragança_Vinhais,0.8873522755846115,0.08888609504651748,0.017349761126477244,0.006411868242393765
6250,Castelo Branco,Belmonte,Castelo Branco_Belmonte,0.8852235018543824,0.08295920359164553,0.014444661331251222,0.017372633222721062
6005,Castelo Branco,Castelo Branco,Castelo Branco_Castelo Branco,0.8752979464613128,0.09128621195452878,0.016112027869453614,0.017303813714704804
6000,Castelo Branco,Castelo Branco,Castelo Branco_Castelo Branco,0.8752979464613128,0.09128621195452878,0.016112027869453614,0.017303813714704804
6004,Castelo Branco,Castelo Branco,Castelo Branco_Castelo Branco,0.8752979464613128,0.09128621195452878,0.016112027869453614,0.017303813714704804
6225,Castelo Branco,Covilhã,Castelo Branco_Covilhã,0.8870834480859267,0.08840539796199394,0.015064720462682455,0.00944643348939686
6200,Castelo Branco,Covilhã,Castelo Branco_Covilhã,0.8870834480859267,0.08840539796199394,0.015064720462682455,0.00944643348939686
6215,Castelo Branco,Covilhã,Castelo Branco_Covilhã,0.8870834480859267,0.08840539796199394,0.015064720462682455,0.00944643348939686
6201,Castelo Branco,Covilhã,Castelo Branco_Covilhã,0.8870834480859267,0.08840539796199394,0.015064720462682455,0.00944643348939686
6230,Castelo Branco,Covilhã,Castelo Branco_Covilhã,0.8870834480859267,0.08840539796199394,0.015064720462682455,0.00944643348939686
6230,Castelo Branco,Fundão,Castelo Branco_Fundão,0.8687627027251233,0.09569040607242107,0.01314861669915799,0.02239827450329752
6185,Castelo Branco,Fundão,Castelo Branco_Fundão,0.8687627027251233,0.09569040607242107,0.01314861669915799,0.02239827450329752
6005,Castelo Branco,Fundão,Castelo Branco_Fundão,0.8687627027251233,0.09569040607242107,0.01314861669915799,0.02239827450329752
6060,Castelo Branco,Idanha-a-Nova,Castelo Branco_Idanha-a-Nova,0.8898878487348225,0.07980350356844935,0.008805264621373621,0.02150338307535453
6160,Castelo Branco,Oleiros,Castelo Branco_Oleiros,0.8552188552188551,0.11678185362395888,0.013822434875066455,0.014176856282119439
6185,Castelo Branco,Oleiros,Castelo Branco_Oleiros,0.8552188552188551,0.11678185362395888,0.013822434875066455,0.014176856282119439
6090,Castelo Branco,Penamacor,Castelo Branco_Penamacor,0.8916302311055591,0.07604622111180513,0.012960649594003748,0.019362898188632106
6320,Castelo Branco,Penamacor,Castelo Branco_Penamacor,0.8916302311055591,0.07604622111180513,0.012960649594003748,0.019362898188632106
6150,Castelo Branco,Proença-a-Nova,Castelo Branco_Proença-a-Nova,0.8667836415170739,0.09636928060466998,0.015656633823727898,0.021190444054528274
6100,Castelo Branco,Sertã,Castelo Branco_Sertã,0.8483651525126179,0.10650281618023553,0.011557311096481603,0.03357472021066491
6110,Castelo Branco,Vila de Rei,Castelo Branco_Vila de Rei,0.8833836858006042,0.0957703927492447,0.0072507552870090634,0.013595166163141994
6030,Castelo Branco,Vila Velha de Ródão,Castelo Branco_Vila Velha de Ródão,0.8771436603879673,0.08181051447849311,0.017149283103739105,0.023896542029800395
3305,Coimbra,Arganil,Coimbra_Arganil,0.8992248062015504,0.08202632053362179,0.011808184604290608,0.006940688660537228
3300,Coimbra,Arganil,Coimbra_Arganil,0.8992248062015504,0.08202632053362179,0.011808184604290608,0.006940688660537228
3060,Coimbra,Cantanhede,Coimbra_Cantanhede,0.8778884709189367,0.0820966475135381,0.01732049109172833,0.022694390475796786
3064,Coimbra,Cantanhede,Coimbra_Cantanhede,0.8778884709189367,0.0820966475135381,0.01732049109172833,0.022694390475796786
3040,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3045,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3025,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3020,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3030,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3044,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3004,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3000,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3034,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3049,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3020,Aveiro,Mealhada,Aveiro_Mealhada,0.8682035667681601,0.10882992605480644,0.014354066985645933,0.00861244019138756
3048,Coimbra,Coimbra,Coimbra_Coimbra,0.8581589691247767,0.12305435059964276,0.01328995492047291,0.005454197499362082
3150,Coimbra,Condeixa-a-Nova,Coimbra_Condeixa-a-Nova,0.8777311376601011,0.10730814766978797,0.010117317834463459,0.0048433968356474
3154,Coimbra,Condeixa-a-Nova,Coimbra_Condeixa-a-Nova,0.8777311376601011,0.10730814766978797,0.010117317834463459,0.0048433968356474
3090,Coimbra,Figueira da Foz,Coimbra_Figueira da Foz,0.88114465231488,0.09245423605936727,0.014116841532915803,0.012264131945143685
3080,Coimbra,Figueira da Foz,Coimbra_Figueira da Foz,0.88114465231488,0.09245423605936727,0.014116841532915803,0.012264131945143685
3094,Coimbra,Figueira da Foz,Coimbra_Figueira da Foz,0.88114465231488,0.09245423605936727,0.014116841532915803,0.012264131945143685
3084,Coimbra,Figueira da Foz,Coimbra_Figueira da Foz,0.88114465231488,0.09245423605936727,0.014116841532915803,0.012264131945143685
3330,Coimbra,Góis,Coimbra_Góis,0.8880192655027092,0.09933774834437085,0.007425245835841862,0.0052177403170780646
3334,Coimbra,Góis,Coimbra_Góis,0.8880192655027092,0.09933774834437085,0.007425245835841862,0.0052177403170780646
3200,Coimbra,Lousã,Coimbra_Lousã,0.8798309178743962,0.09515182884748102,0.014320220841959972,0.01069703243616287
3070,Coimbra,Mira,Coimbra_Mira,0.892896725440806,0.07687657430730478,0.014408060453400503,0.015818639798488663
3074,Coimbra,Mira,Coimbra_Mira,0.892896725440806,0.07687657430730478,0.014408060453400503,0.015818639798488663
3220,Coimbra,Miranda do Corvo,Coimbra_Miranda do Corvo,0.8760810636375372,0.09719891570930683,0.012004646960113592,0.01471537369304247
3140,Coimbra,Montemor-o-Velho,Coimbra_Montemor-o-Velho,0.8593453009503695,0.09778247096092924,0.010770855332629356,0.032101372756071805
3144,Coimbra,Montemor-o-Velho,Coimbra_Montemor-o-Velho,0.8593453009503695,0.09778247096092924,0.010770855332629356,0.032101372756071805
3400,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.8703577744524554,0.09617739083117943,0.019317099714324583,0.01414773500204054
3405,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.8703577744524554,0.09617739083117943,0.019317099714324583,0.01414773500204054
3404,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.8703577744524554,0.09617739083117943,0.019317099714324583,0.01414773500204054
3320,Coimbra,Pampilhosa da Serra,Coimbra_Pampilhosa da Serra,0.8819340329835083,0.10119940029985007,0.00937031484257871,0.007496251874062968
3360,Coimbra,Penacova,Coimbra_Penacova,0.8999427590154551,0.08414424728105324,0.012364052661705783,0.003548941041785919
3230,Coimbra,Penela,Coimbra_Penela,0.8744140143103875,0.10436713545521835,0.014803849000740193,0.006415001233654083
3234,Coimbra,Penela,Coimbra_Penela,0.8744140143103875,0.10436713545521835,0.014803849000740193,0.006415001233654083
3130,Coimbra,Soure,Coimbra_Soure,0.8879456706281834,0.08913412563667233,0.012224108658743633,0.010611205432937181
3420,Coimbra,Tábua,Coimbra_Tábua,0.8717783505154639,0.09493127147766323,0.011168384879725086,0.022121993127147768
3350,Coimbra,Vila Nova de Poiares,Coimbra_Vila Nova de Poiares,0.8769511453476585,0.1056152442732617,0.012973849584431381,0.0044597607946482865
7250,Évora,Alandroal,Évora_Alandroal,0.8722991017237195,0.09055596018451081,0.016023306627822288,0.02112163146394756
7154,Évora,Borba,Évora_Borba,0.8492063492063491,0.1134453781512605,0.01750700280112045,0.01984126984126984
7200,Évora,Alandroal,Évora_Alandroal,0.8722991017237195,0.09055596018451081,0.016023306627822288,0.02112163146394756
7040,Évora,Arraiolos,Évora_Arraiolos,0.8790306017662765,0.08030396385294722,0.015198192647360855,0.025467241733415486
7150,Évora,Borba,Évora_Borba,0.8492063492063491,0.1134453781512605,0.01750700280112045,0.01984126984126984
7100,Évora,Estremoz,Évora_Estremoz,0.819710515112814,0.13974031502767134,0.01447424435930183,0.026074925500212856
7005,Évora,Évora,Évora_Évora,0.8556797583081569,0.11510574018126887,0.01622356495468278,0.012990936555891236
7000,Évora,Évora,Évora_Évora,0.8556797583081569,0.11510574018126887,0.01622356495468278,0.012990936555891236
7004,Évora,Évora,Évora_Évora,0.8556797583081569,0.11510574018126887,0.01622356495468278,0.012990936555891236
7009,Évora,Évora,Évora_Évora,0.8556797583081569,0.11510574018126887,0.01622356495468278,0.012990936555891236
7200,Évora,Évora,Évora_Évora,0.8556797583081569,0.11510574018126887,0.01622356495468278,0.012990936555891236
7050,Évora,Montemor-o-Novo,Évora_Montemor-o-Novo,0.836456400742115,0.11753246753246753,0.019851576994434135,0.0261595547309833
7490,Évora,Mora,Évora_Mora,0.882515168229454,0.09211252068394926,0.007997793712079426,0.017374517374517374
7240,Évora,Mourão,Évora_Mourão,0.8575788402848423,0.11037639877924721,0.014750762970498476,0.017293997965412006
7244,Évora,Mourão,Évora_Mourão,0.8575788402848423,0.11037639877924721,0.014750762970498476,0.017293997965412006
7220,Évora,Portel,Évora_Portel,0.9059583632447954,0.06413017468293851,0.016511127063890883,0.01340033500837521
7200,Évora,Redondo,Évora_Redondo,0.8778149386845039,0.08428093645484949,0.018283166109253065,0.019620958751393535
7170,Évora,Redondo,Évora_Redondo,0.8778149386845039,0.08428093645484949,0.018283166109253065,0.019620958751393535
7200,Évora,Reguengos de Monsaraz,Évora_Reguengos de Monsaraz,0.8651748251748252,0.10643356643356644,0.015804195804195804,0.012587412587412588
2965,Évora,Vendas Novas,Évora_Vendas Novas,0.8756225985484559,0.09420805464636403,0.017219296997296143,0.012950049807883878
7080,Évora,Vendas Novas,Évora_Vendas Novas,0.8756225985484559,0.09420805464636403,0.017219296997296143,0.012950049807883878
7090,Évora,Viana do Alentejo,Évora_Viana do Alentejo,0.877431388222755,0.0804689581667999,0.01598721023181455,0.026112443378630428
7160,Évora,Vila Viçosa,Évora_Vila Viçosa,0.8524623115577891,0.10954773869346734,0.021306532663316582,0.016683417085427137
8200,Faro,Albufeira,Faro_Albufeira,0.8047568135351603,0.17573574925440327,0.012154633954195039,0.007352803256241443
8201,Faro,Albufeira,Faro_Albufeira,0.8047568135351603,0.17573574925440327,0.012154633954195039,0.007352803256241443
8203,Faro,Albufeira,Faro_Albufeira,0.8047568135351603,0.17573574925440327,0.012154633954195039,0.007352803256241443
8970,Faro,Alcoutim,Faro_Alcoutim,0.8363440280399029,0.1366945268266379,0.011323806956052845,0.015637638177406307
8670,Faro,Aljezur,Faro_Aljezur,0.861999690928759,0.11528357286354506,0.01483541956420955,0.007881316643486324
8950,Faro,Castro Marim,Faro_Castro Marim,0.8799138395261172,0.09434571890145396,0.01615508885298869,0.009585352719439957
8954,Faro,Castro Marim,Faro_Castro Marim,0.8799138395261172,0.09434571890145396,0.01615508885298869,0.009585352719439957
8009,Faro,Faro,Faro_Faro,0.8497608285425902,0.12500548558388555,0.014723307148812918,0.010510378724711458
